,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
285,araouane,100,ML,1595897511,48,18.9,-3.53,89.44,15.84
286,kozhva,100,RU,1595897511,76,65.11,57.05,53.19,5.26
287,formosa,92,AR,1595897511,68,-26.18,-58.18,71.6,10.29
288,saint-augustin,100,CA,1595897511,87,51.23,-58.65,59.25,9.42
289,nara,75,JP,1595897511,66,34.69,135.8,87.8,10.29
290,boli,0,CN,1595897512,54,45.77,130.52,82.44,5.61
291,vanderhoof,100,CA,1595897512,44,54.02,-124.02,75.94,1.66
292,estelle,75,US,1595897512,88,29.85,-90.11,78.57,10.29
293,mujiayingzi,35,CN,1595897512,62,42.12,118.78,74.98,9.93
294,kahului,1,US,1595897512,49,20.89,-156.47,81.64,23.04
295,kamenka,0,RU,1595897512,66,51.32,42.77,60.01,4.0
296,frutal,18,BR,1595897513,53,-20.02,-48.94,72.57,8.3
297,xinzhou,3,CN,1595897513,68,38.41,112.73,74.41,1.57
298,azad shahr,0,IR,1595897513,28,34.79,48.57,65.01,1.99
299,khotiv,94,UA,1595897513,88,50.33,30.47,68.43,4.47
300,saint-andre-avellin,75,CA,1595897513,74,45.72,-75.07,78.55,9.17
301,rio grande,100,BR,1595897325,86,-32.03,-52.1,53.38,5.55
302,oytal,36,KZ,1595897513,36,42.91,73.27,74.05,5.37
303,yakeshi,100,CN,1595897283,47,49.28,120.73,80.89,16.31
304,pimentel,25,PE,1595897514,72,-6.84,-79.93,62.6,19.46
305,raudeberg,100,NO,1595897514,87,61.99,5.14,58.35,4.7
306,campbell river,40,CA,1595897330,37,50.02,-125.24,86.0,8.05
307,kodiak,40,US,1595897514,67,57.79,-152.41,62.6,6.93
308,otane,16,NZ,1595897514,65,-39.88,176.63,55.99,2.15
309,cape canaveral,40,US,1595897295,88,28.41,-80.6,76.14,8.05
310,mezen,0,RU,1595897515,88,65.85,44.24,54.77,4.09
311,olafsvik,15,IS,1595897515,73,64.89,-23.71,48.25,7.58
312,santa maria,100,BR,1595897515,90,-29.68,-53.81,57.49,3.2
313,vyskov,97,CZ,1595897515,60,49.28,17.0,64.92,5.82
314,awjilah,0,LY,1595897515,50,29.11,21.29,77.13,10.98
315,byron bay,11,AU,1595897403,48,-28.65,153.62,63.79,12.75
316,liwale,1,TZ,1595897516,82,-9.77,37.93,62.74,5.37
317,taraz,28,KZ,1595897516,37,42.9,71.37,71.6,8.95
318,luena,0,AO,1595897516,54,-11.78,19.92,49.78,4.41
319,avera,40,US,1595897516,62,33.19,-82.53,82.96,7.31
320,seoul,40,KR,1595897516,83,37.57,126.98,75.74,4.21
321,rocha,100,UY,1595897516,77,-34.48,-54.33,46.09,8.1
322,mangrol,0,IN,1595897517,80,21.12,70.12,83.35,11.77
323,fort nelson,75,CA,1595897517,49,58.81,-122.7,68.0,11.41
324,nioro,100,GM,1595897517,91,13.35,-15.75,76.62,5.12
325,kondinskoye,0,RU,1595897517,66,59.65,67.41,51.13,5.77
326,brenham,1,US,1595897517,55,30.17,-96.4,88.61,4.7
327,cacador,0,BR,1595897517,90,-26.78,-51.02,56.88,3.36
328,buta,100,CD,1595897518,95,2.79,24.73,68.58,1.01
329,selma,1,US,1595897435,29,36.57,-119.61,99.68,8.1
330,ialibu,100,PG,1595897518,88,-6.28,143.99,63.68,2.93
331,ilulissat,88,GL,1595897519,87,69.22,-51.1,42.8,3.36
332,assiniboia,0,CA,1595897519,31,49.63,-105.98,77.97,5.08
333,bowen,0,AU,1595897519,33,-20.02,148.23,73.13,8.05
334,tucuman,0,AR,1595897471,41,-26.82,-65.22,57.2,11.41
335,taldan,21,RU,1595897519,63,53.67,124.8,78.93,5.39
336,yulara,0,AU,1595897520,43,-25.24,130.99,55.4,12.75
337,jidong,0,CN,1595897520,63,45.22,131.08,79.48,3.8
338,gold coast,0,AU,1595897403,39,-28.0,153.43,65.34,10.29
339,katherine,6,AU,1595897520,18,-14.47,132.27,73.4,18.34
340,praia da vitoria,4,PT,1595897520,88,38.73,-27.07,73.4,4.16
341,mitu,85,CO,1595897520,96,1.2,-70.17,71.96,0.43
342,perry,40,US,1595897520,78,37.25,-83.2,80.58,4.56
343,shelton,1,US,1595897520,66,41.32,-73.09,84.67,8.05
344,klaksvik,99,FO,1595897521,93,62.23,-6.59,46.4,13.87
345,stropkov,61,SK,1595897521,93,49.2,21.65,58.69,3.36
346,najran,40,SA,1595897521,73,17.49,44.13,75.2,4.7
347,vanimo,28,PG,1595897521,61,-2.67,141.3,85.46,4.45
348,longyearbyen,81,SJ,1595897521,55,78.22,15.64,64.4,5.82
349,chara,100,RU,1595897522,57,56.91,118.26,74.5,1.14
350,nanortalik,100,GL,1595897522,95,60.14,-45.24,46.24,5.93
351,hit,0,IQ,1595897522,13,33.64,42.83,96.13,6.96
352,bundaberg,0,AU,1595897522,36,-24.85,152.35,64.4,10.29
353,san borja,26,BO,1595897522,77,-14.82,-66.85,72.12,2.06
354,alice springs,0,AU,1595897522,50,-23.7,133.88,55.4,6.93
355,tautira,40,PF,1595897522,66,-17.73,-149.15,84.2,11.41
356,alamogordo,75,US,1595897433,28,32.9,-105.96,86.0,13.87
357,nikolayevka,67,RU,1595897523,90,53.13,47.2,57.47,2.35
358,charkhi dadri,1,IN,1595897523,53,28.6,76.27,91.08,11.01
359,akaszto,99,HU,1595897523,93,46.69,19.2,63.34,2.66
360,baykit,97,RU,1595897523,71,61.67,96.37,59.18,1.72
361,belmonte,20,BR,1595897523,78,-15.86,-38.88,71.6,2.24
362,havre-saint-pierre,90,CA,1595897524,93,50.23,-63.6,62.6,8.05
363,finnsnes,57,NO,1595897524,87,69.23,17.98,57.2,13.87
364,mandera,90,KE,1595897524,61,3.94,41.87,78.84,18.66
365,eureka,1,US,1595897289,82,40.8,-124.16,59.77,5.82
366,nouadhibou,0,MR,1595897524,78,20.93,-17.03,75.2,3.36
367,portland,40,US,1595897241,18,45.52,-122.68,95.43,8.05
368,cam ranh,20,VN,1595897525,70,11.92,109.16,87.8,2.24
369,verkhoyansk,98,RU,1595897525,64,67.54,133.38,55.87,6.55
370,macau,20,MO,1595897525,74,22.2,113.55,87.8,5.82
371,san cristobal,22,VE,1595897525,91,7.77,-72.22,65.93,1.01
372,el tigre,99,VE,1595897525,82,8.89,-64.25,76.75,6.08
373,coxim,99,BR,1595897303,29,-18.51,-54.76,75.51,4.07
374,santo tomas,100,PH,1595897526,83,14.11,121.14,81.55,0.47
375,enid,90,US,1595897239,100,36.4,-97.88,76.64,3.36
376,maunabo,2,PR,1595897526,84,18.01,-65.9,80.38,1.01
377,acari,42,PE,1595897526,65,-15.43,-74.62,60.15,3.06
378,warrnambool,43,AU,1595897526,86,-38.38,142.48,55.0,4.0
379,bathsheba,20,BB,1595897526,78,13.22,-59.52,82.4,14.99
380,talnakh,0,RU,1595897526,47,69.49,88.4,57.2,8.95
381,buraydah,20,SA,1595897527,38,26.33,43.98,93.2,3.36
382,alofi,40,NU,1595897527,69,-19.06,-169.92,78.8,17.22
383,akdepe,100,TM,1595897527,50,42.06,59.38,76.12,6.93
384,hanmer springs,100,NZ,1595897404,49,-42.52,172.82,51.67,2.15
385,winneba,40,GH,1595897527,94,5.35,-0.62,75.2,12.75
386,khani,75,GE,1595897528,94,41.96,42.96,75.2,3.36
387,lixourion,0,GR,1595897528,69,38.2,20.43,74.55,0.85
388,fairbanks,90,US,1595897366,82,64.84,-147.72,56.86,6.93
389,mianyang,85,CN,1595897528,82,31.46,104.75,80.33,5.91
390,evensk,85,RU,1595897528,84,61.95,159.23,55.13,8.55
391,brae,100,GB,1595897528,93,60.4,-1.35,55.4,8.05
392,tam ky,20,VN,1595897528,62,15.57,108.48,87.8,1.12
393,requena,0,ES,1595897261,64,39.49,-1.1,70.0,1.43
394,dickinson,75,US,1595897529,79,29.46,-95.05,84.02,10.29
395,aklavik,75,CA,1595897403,40,68.22,-135.01,69.8,8.05
396,port hardy,20,CA,1595897529,72,50.7,-127.42,66.2,16.11
397,burley,1,US,1595897529,28,42.54,-113.79,84.2,21.92
398,umm lajj,74,SA,1595897530,82,25.02,37.27,83.43,1.92
399,simbahan,97,PH,1595897530,75,6.3,120.58,82.6,5.55
400,piripiri,0,BR,1595897530,46,-4.27,-41.78,79.5,7.7
401,quatre cocos,40,MU,1595897530,88,-20.21,57.76,66.61,3.36
402,biltine,100,TD,1595897530,59,14.53,20.92,82.58,10.49
403,revelstoke,1,CA,1595897342,50,50.98,-118.2,75.2,2.24
404,preobrazheniye,87,RU,1595897531,74,42.9,133.91,69.53,9.98
405,thaton,100,MM,1595897531,85,16.92,97.37,81.45,4.27
406,high level,75,CA,1595897510,42,58.52,-117.14,82.4,8.05
407,usinsk,93,RU,1595897531,76,65.99,57.53,52.41,12.19
408,codajas,68,BR,1595897531,67,-3.84,-62.06,79.83,2.08
409,rundu,0,NA,1595897531,46,-17.93,19.77,47.79,6.22
410,barcelona,74,ES,1595897400,69,41.39,2.16,78.35,2.24
411,bismarck,1,US,1595897461,47,46.81,-100.78,80.8,10.29
412,te anau,100,NZ,1595897404,74,-45.42,167.72,46.94,1.14
413,mirabad,0,AF,1595897532,20,30.44,61.84,81.18,12.24
414,nayoro,80,JP,1595897532,68,44.35,142.46,76.19,0.65
415,sioux lookout,75,CA,1595897532,82,50.1,-91.92,64.4,5.82
416,totness,90,SR,1595897532,80,5.88,-56.32,79.72,4.12
417,abu zabad,100,SD,1595897532,75,12.35,29.25,76.91,9.17
418,puerto maldonado,23,PE,1595897532,74,-12.6,-69.18,73.53,0.38
419,guanica,69,PR,1595897533,79,17.97,-66.91,80.82,4.16
420,praia,75,CV,1595897533,74,14.92,-23.51,78.8,5.82
421,sao desiderio,6,BR,1595897533,77,-12.36,-44.97,66.7,4.99
422,shimoda,75,JP,1595897533,100,34.67,138.95,77.36,17.22
423,tiksi,100,RU,1595897533,87,71.69,128.87,39.13,17.49
424,prado,0,BR,1595897534,82,-17.34,-39.22,70.84,5.32
425,kieta,27,PG,1595897534,65,-6.22,155.63,84.83,3.47
426,port-cartier,75,CA,1595897521,100,50.03,-66.87,62.82,6.06
427,constitucion,0,CL,1595897534,62,-35.33,-72.42,45.79,9.95
428,fortuna,2,US,1595897534,71,40.6,-124.16,62.87,1.99
429,rajshahi,100,BD,1595897535,79,24.37,88.6,84.56,2.8
430,sain alto,100,MX,1595897535,88,23.58,-103.25,61.25,3.8
431,kalmunai,100,LK,1595897535,89,7.42,81.82,77.27,12.44
432,hami,88,CN,1595897535,24,42.8,93.45,84.65,14.34
433,santa rosalia,0,MX,1595897536,41,27.32,-112.28,90.43,4.21
434,costa rica,0,BR,1595897536,63,-23.42,-54.65,67.51,5.5
435,gladstone,0,AU,1595897536,37,-23.85,151.25,68.0,4.7
436,yamada,100,JP,1595897536,94,39.47,141.95,66.45,3.56
437,fort morgan,1,US,1595897335,30,40.25,-103.8,84.2,12.75
438,christchurch,100,NZ,1595897536,100,-43.53,172.63,45.01,8.05
439,tongzi,0,CN,1595897536,69,28.78,105.09,80.29,1.83
440,iwaki,100,JP,1595897536,96,37.05,140.88,74.75,1.01
441,xining,22,CN,1595897537,60,36.62,101.77,61.32,2.98
442,patur,100,IN,1595897537,87,20.45,76.93,76.6,10.2
443,barcarena,0,BR,1595897537,69,-1.51,-48.63,78.8,10.29
444,antofagasta,40,CL,1595897409,81,-23.65,-70.4,53.6,6.93
445,safaga,0,EG,1595897537,43,26.73,33.94,89.6,12.75
446,tadine,100,NC,1595897537,73,-21.55,167.88,74.48,16.75
447,rustenburg,28,ZA,1595897537,78,-25.67,27.24,45.95,2.73
448,vardo,0,NO,1595897538,82,70.37,31.11,55.4,5.82
449,borskoye,0,RU,1595897538,90,53.03,51.72,55.81,4.45
450,korla,0,CN,1595897401,66,41.76,86.15,75.0,3.0
451,san patricio,40,MX,1595897538,66,19.22,-104.7,87.8,5.82
452,albion,1,US,1595897538,69,42.24,-84.75,74.7,8.05
453,takoradi,99,GH,1595897538,88,4.88,-1.76,74.3,9.64
454,prince rupert,75,CA,1595897476,82,54.32,-130.32,59.0,11.41
455,caravelas,0,BR,1595897539,81,-17.71,-39.25,69.57,4.34
456,goba,97,ET,1595897539,90,7.02,39.98,51.98,4.12
457,zhob,0,PK,1595897539,48,31.34,69.45,81.12,5.23
458,makakilo city,40,US,1595897539,49,21.35,-158.09,86.9,12.75
459,tonota,0,BW,1595897539,78,-21.48,27.48,43.54,5.68
460,mahajanga,92,MG,1595897540,74,-15.72,46.32,70.47,4.79
461,kolaras,99,IN,1595897540,72,25.23,77.6,82.26,8.95
462,yashkul,19,RU,1595897540,35,46.17,45.34,72.25,6.51
463,pouebo,100,NC,1595897540,73,-20.4,164.57,74.48,15.55
464,kerrobert,5,CA,1595897540,41,51.92,-109.13,78.8,2.24
465,kiunga,100,PG,1595897540,98,-6.12,141.29,74.97,2.98
466,aykhal,90,RU,1595897541,81,66.0,111.5,44.6,4.47
467,huilong,100,CN,1595897541,82,31.81,121.66,88.39,4.0
468,asind,79,IN,1595897541,72,25.73,74.33,81.97,12.44
469,banjar,75,ID,1595897541,100,-8.19,114.97,78.8,16.11
470,waipawa,90,NZ,1595897326,58,-41.41,175.52,57.2,17.22
471,lavrentiya,94,RU,1595897542,80,65.58,-171.0,48.18,15.88
472,prince albert,20,CA,1595897299,50,53.2,-105.77,78.8,11.41
473,mackay,0,AU,1595897542,40,-21.15,149.2,69.8,12.75
474,neryungri,0,RU,1595897542,63,56.67,124.65,76.86,8.25
475,coburg,11,DE,1595897542,73,50.27,10.97,63.03,2.89
476,kargasok,89,RU,1595897543,71,59.06,80.86,55.67,3.98
477,san francisco,20,US,1595897114,63,37.77,-122.42,62.82,23.04
478,mafeteng,0,LS,1595897543,73,-29.82,27.24,37.8,4.99
479,tonneins,0,FR,1595897543,73,44.39,0.31,68.36,8.05
480,zhuhai,20,CN,1595897543,74,22.28,113.57,88.54,5.82
481,uspenka,50,UA,1595897543,36,48.39,39.16,71.98,11.48
482,odweyne,44,SO,1595897543,58,9.41,45.06,72.09,15.5
483,sabang,100,ID,1595897544,82,5.89,95.32,80.53,22.39
484,aripuana,100,BR,1595897374,50,-9.17,-60.63,77.63,1.07
485,smirnykh,98,RU,1595897544,77,49.75,142.83,62.98,4.59
486,bodden town,20,KY,1595897544,84,19.28,-81.25,85.23,11.41
487,haines junction,100,CA,1595897428,55,60.75,-137.51,57.99,3.53
488,korbach,40,DE,1595897545,59,51.28,8.87,65.59,2.24
489,vrbove,100,SK,1595897545,87,48.62,17.72,61.84,5.82
490,trairi,0,BR,1595897545,78,-3.28,-39.27,77.88,12.17
491,lahijan,40,IR,1595897545,78,37.21,50.0,80.6,2.51
492,zinder,83,NE,1595897545,51,13.81,8.99,81.14,7.18
493,nicoya,75,CR,1595897545,100,10.15,-85.45,77.0,3.36
494,gamba,17,GA,1595897545,83,-2.65,10.0,71.53,5.32
495,amboise,90,FR,1595897546,88,47.41,0.98,68.0,14.99
496,gurupa,0,BR,1595897546,71,-1.41,-51.64,77.31,2.44
497,mercedes,100,AR,1595897546,68,-34.65,-59.43,42.01,1.99
498,andenes,10,NO,1595897546,77,69.31,16.12,60.8,18.34
499,flinders,98,AU,1595897546,88,-34.58,150.86,60.17,7.0
500,padang,90,ID,1595897547,94,-0.95,100.35,77.0,5.82
501,pitsunda,0,GE,1595897547,94,43.16,40.34,72.36,3.04
502,mananara,100,MG,1595897547,83,-16.17,49.77,69.31,5.64
503,norrtalje,4,SE,1595897547,90,59.76,18.7,59.65,3.0
504,anadyr,20,RU,1595897547,64,64.75,177.48,69.8,6.71
505,manta,90,EC,1595897547,88,-0.95,-80.73,71.6,9.17
506,jiayuguan,0,CN,1595897547,16,39.82,98.3,78.75,6.02
507,nador,90,MA,1595897548,88,35.17,-2.93,76.19,4.7
508,moroni,61,KM,1595897548,78,-11.7,43.26,71.31,16.42
509,ashcroft,20,CA,1595897548,22,50.72,-121.29,96.8,16.11
510,tashtyp,100,RU,1595897548,77,52.79,89.9,62.49,1.95
511,xunchang,0,CN,1595897548,59,28.45,104.72,79.47,1.99
512,killybegs,90,IE,1595897548,91,54.63,-8.45,52.0,18.61
513,tosya,100,TR,1595897549,81,41.02,34.04,63.63,3.49
514,clarksburg,1,US,1595897266,62,39.28,-80.34,81.43,9.17
515,palasa,100,IN,1595897549,77,18.77,84.42,83.41,4.38
516,tecpan,75,GT,1595897549,93,14.76,-90.99,62.4,4.7
517,jaque,100,PA,1595897549,80,7.52,-78.17,79.83,3.94
518,sinnamary,98,GF,1595897549,80,5.38,-52.95,78.94,1.12
519,grindavik,75,IS,1595897549,87,63.84,-22.43,46.4,12.75
520,amur,0,RU,1595897549,56,54.0,128.0,81.34,5.14
521,salalah,75,OM,1595897251,100,17.02,54.09,78.8,5.82
522,sanmenxia,47,CN,1595897550,70,34.77,111.18,79.92,10.71
523,canico,20,PT,1595897550,64,32.63,-16.85,69.04,16.11
524,koumac,100,NC,1595897550,67,-20.57,164.28,75.7,6.06
525,natal,20,BR,1595897311,94,-5.79,-35.21,71.6,3.36
526,kununurra,0,AU,1595897550,20,-15.77,128.73,73.4,20.8
527,gornopravdinsk,21,RU,1595897551,65,60.05,69.9,51.15,4.72
528,ulcinj,0,ME,1595897551,42,41.93,19.22,81.57,9.17
529,lakselv,90,NO,1595897551,72,70.05,24.97,60.8,24.16
530,arkhipo-osipovka,1,RU,1595897551,81,44.37,38.52,70.09,2.17
531,batagay-alyta,93,RU,1595897551,57,67.8,130.41,54.45,4.38
532,khasan,100,RU,1595897551,95,42.43,130.64,65.95,6.62
533,changqing,0,CN,1595897551,74,36.56,116.73,80.01,5.61
534,monroe,40,US,1595897552,69,43.15,-77.68,80.46,10.29
535,adelaide,75,AU,1595897399,66,-34.93,138.6,49.46,5.82
536,camana,50,PE,1595897552,74,-16.62,-72.71,58.21,4.5
537,polis,0,CY,1595897552,73,35.04,32.43,68.77,8.05
538,kyren,59,RU,1595897552,71,51.68,102.14,63.5,0.83
539,tulum,40,MX,1595897461,79,20.22,-87.47,86.0,10.29
540,ust-kuyga,99,RU,1595897553,60,70.02,135.6,50.29,7.54
541,valdivia,90,CL,1595897399,100,-39.81,-73.25,41.0,2.24
542,beysehir,0,TR,1595897553,57,37.68,31.72,65.88,5.99
543,severnyy,100,RU,1595897553,52,50.68,36.55,64.4,8.95
544,iralaya,75,HN,1595897553,88,15.0,-83.23,80.6,6.93
545,hirson,72,FR,1595897553,82,49.92,4.08,62.87,9.17
546,tagusao,100,PH,1595897553,77,9.19,117.81,82.8,6.26
547,tigil,0,RU,1595897554,54,57.8,158.67,68.2,11.52
548,bichura,12,RU,1595897554,70,50.59,107.6,66.7,6.87
549,nemuro,75,JP,1595897554,87,43.32,145.57,60.8,4.7
550,shache,0,CN,1595897555,20,38.42,77.24,75.09,8.32
551,buchanan,75,LR,1595897555,94,5.88,-10.05,75.2,3.36
552,znamensk,61,RU,1595897555,36,48.58,45.73,69.12,8.52
553,north branch,1,US,1595897555,53,45.51,-92.98,76.78,4.7
554,waitati,100,NZ,1595897555,53,-45.75,170.57,52.54,1.57
555,sayyan,100,YE,1595897555,79,15.17,44.32,57.4,3.44
556,nabire,99,ID,1595897555,79,-3.37,135.48,81.45,3.89
557,amazar,70,RU,1595897555,71,53.86,120.88,75.65,4.07
558,cerrito,91,CO,1595897556,84,6.84,-72.69,51.55,5.14
559,leisure city,1,US,1595897556,74,25.5,-80.43,83.86,4.41
560,serov,100,RU,1595897556,61,59.6,60.58,56.39,3.15
561,pafos,0,CY,1595897556,73,34.77,32.42,68.99,8.05
562,noshiro,75,JP,1595897556,94,40.2,140.02,68.0,3.36
563,cerano,75,MX,1595897557,57,20.12,-101.38,75.2,6.93
564,thinadhoo,100,MV,1595897557,75,0.53,72.93,82.62,12.41
565,huron,100,US,1595897557,92,41.15,-82.55,73.36,3.0
566,poum,100,NC,1595897557,78,-20.23,164.02,74.71,22.66
567,causapscal,100,CA,1595897557,41,48.35,-67.23,71.01,3.27
568,sawakin,100,SD,1595897557,62,19.11,37.33,86.97,16.6
569,hofn,100,IS,1595897558,68,64.25,-15.21,52.03,8.3
570,bandarbeyla,0,SO,1595897558,69,9.49,50.81,79.66,20.6
571,kalemie,0,CD,1595897558,68,-5.95,29.19,66.04,2.95
572,tripoli,0,LY,1595897558,71,32.88,13.19,76.3,6.42
